-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2023 through 07/31/2023 
Location: Latitude  -3.3679   Longitude 36.7024 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1201.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WD50M,T2M,WS50M,PRECTOTCORR,QV2M
2023,6,28,3,123.17,13.71,3.31,0.1,11.29
2023,6,28,4,123.59,13.64,3.69,0.1,11.17
2023,6,28,5,125.21,13.63,3.93,0.09,11.05
2023,6,28,6,127.39,14.8,4.13,0.07,11.17
2023,6,28,7,130.75,16.08,4.32,0.02,11.23
2023,6,28,8,130.85,18.45,4.5,0.02,10.99
2023,6,28,9,129.25,20.17,4.3,0.03,10.99
2023,6,28,10,128.29,21.73,4.02,0.02,11.23
2023,6,28,11,128.21,22.96,3.74,0.01,11.41
2023,6,28,12,130.5,24.05,3.66,0.01,11.66
2023,6,28,13,134.01,24.23,3.83,0.01,11.6
2023,6,28,14,138.5,24.02,4.26,0.0,11.6
2023,6,28,15,142.18,23.62,4.91,0.0,11.6
2023,6,28,16,145.89,22.12,5.61,0.0,12.15
2023,6,28,17,146.7,19.11,6.43,0.0,12.27
2023,6,28,18,144.31,17.73,7.07,0.0,11.66
2023,6,28,19,139.96,16.94,7.21,0.0,11.41
2023,6,28,20,136.17,16.22,7.02,0.0,11.29
2023,6,28,21,134.18,15.5,6.57,0.0,11.23
2023,6,28,22,131.17,14.87,6.11,0.0,11.29
2023,6,28,23,128.83,14.19,5.3,0.0,11.41
2023,6,29,0,127.24,14.11,4.83,0.05,11.54
2023,6,29,1,124.61,14.35,4.47,0.16,11.66
2023,6,29,2,122.81,14.36,4.21,0.23,11.66
2023,6,29,3,120.96,14.23,4.15,0.25,11.66
2023,6,29,4,120.87,14.18,4.32,0.27,11.6
2023,6,29,5,124.53,14.14,4.71,0.25,11.6
2023,6,29,6,129.35,15.58,4.99,0.23,12.02
2023,6,29,7,132.13,17.03,5.95,0.27,12.27
2023,6,29,8,131.44,18.78,5.96,0.25,12.21
2023,6,29,9,129.36,20.4,5.79,0.22,12.15
2023,6,29,10,128.51,21.97,5.67,0.24,12.39
2023,6,29,11,128.89,23.17,5.55,0.2,12.57
2023,6,29,12,129.89,23.78,5.46,0.16,12.7
2023,6,29,13,132.06,23.99,5.49,0.11,12.76
2023,6,29,14,135.68,23.83,5.59,0.06,12.76
2023,6,29,15,137.16,23.35,5.86,0.02,12.82
2023,6,29,16,138.48,22.14,6.19,0.01,13.12
2023,6,29,17,139.71,19.68,6.92,0.02,13.18
2023,6,29,18,137.76,18.72,7.79,0.05,12.88
2023,6,29,19,134.02,18.19,8.06,0.1,12.94
2023,6,29,20,131.48,17.6,7.82,0.19,13.18
2023,6,29,21,133.14,17.12,7.14,0.3,13.31
2023,6,29,22,133.45,16.8,6.76,0.39,13.18
2023,6,29,23,132.69,16.42,6.04,0.37,12.94
2023,6,30,0,129.6,16.05,5.52,0.35,12.7
2023,6,30,1,126.82,15.7,5.87,0.35,12.39
2023,6,30,2,124.83,15.5,5.76,0.35,12.21
2023,6,30,3,123.9,15.28,5.88,0.32,12.08
2023,6,30,4,123.57,15.12,5.99,0.28,11.96
2023,6,30,5,124.43,14.96,6.18,0.22,11.78
2023,6,30,6,127.14,15.4,6.26,0.18,11.84
2023,6,30,7,132.26,16.42,7.05,0.14,11.9
2023,6,30,8,135.84,18.13,7.52,0.16,11.78
2023,6,30,9,137.36,20.08,7.52,0.17,11.72
2023,6,30,10,137.63,21.66,7.21,0.12,11.78
2023,6,30,11,136.38,22.75,6.9,0.08,11.96
2023,6,30,12,135.19,23.33,6.72,0.06,12.08
2023,6,30,13,134.9,23.58,6.61,0.04,12.08
2023,6,30,14,135.39,23.51,6.46,0.03,12.08
2023,6,30,15,136.69,22.98,6.38,0.02,12.08
2023,6,30,16,137.67,21.73,6.28,0.02,12.45
2023,6,30,17,138.48,19.37,6.55,0.02,12.63
2023,6,30,18,137.3,18.5,7.14,0.02,12.33
2023,6,30,19,135.5,17.87,7.57,0.02,12.08
2023,6,30,20,133.5,17.33,7.8,0.01,11.9
2023,6,30,21,131.18,16.73,7.46,0.01,11.84
2023,6,30,22,128.36,16.0,6.79,0.01,11.9
2023,6,30,23,127.2,15.73,6.27,0.1,12.08
2023,7,1,0,127.21,15.5,5.54,0.21,12.15
2023,7,1,1,125.98,15.33,5.11,0.26,12.15
2023,7,1,2,125.22,15.16,5.04,0.28,12.08
2023,7,1,3,124.8,15.06,5.24,0.28,11.96
2023,7,1,4,124.6,14.92,5.05,0.35,11.96
2023,7,1,5,125.77,14.88,5.06,0.42,11.9
2023,7,1,6,129.46,15.74,5.61,0.38,12.15
2023,7,1,7,135.18,16.8,7.1,0.36,12.33
2023,7,1,8,138.77,18.5,7.73,0.31,12.27
2023,7,1,9,138.25,20.44,7.79,0.28,12.08
2023,7,1,10,136.12,22.12,7.64,0.21,12.15
2023,7,1,11,134.11,23.29,7.5,0.14,12.21
2023,7,1,12,133.17,24.07,7.43,0.11,12.27
2023,7,1,13,133.25,24.37,7.42,0.04,12.27
2023,7,1,14,134.16,24.23,7.55,0.02,12.21
2023,7,1,15,135.65,23.46,7.73,0.01,12.15
2023,7,1,16,137.01,21.94,7.72,0.01,12.33
2023,7,1,17,137.64,19.38,7.56,0.0,12.39
2023,7,1,18,137.33,18.05,7.34,0.0,12.27
2023,7,1,19,136.72,17.28,7.19,0.0,12.21
2023,7,1,20,137.17,16.76,7.0,0.02,12.39
2023,7,1,21,135.25,16.37,6.45,0.2,12.57
2023,7,1,22,133.73,16.05,5.75,0.28,12.63
2023,7,1,23,129.93,15.93,5.62,0.47,12.63
2023,7,2,0,128.09,15.88,5.79,0.52,12.63
2023,7,2,1,127.19,15.88,6.63,0.69,12.57
2023,7,2,2,129.09,15.92,7.51,0.66,12.57
2023,7,2,3,131.35,15.73,7.37,0.64,12.45
2023,7,2,4,131.39,15.26,7.02,0.45,12.02
2023,7,2,5,132.36,14.74,7.19,0.29,11.54
2023,7,2,6,133.52,14.98,7.26,0.25,11.47
2023,7,2,7,134.69,16.11,8.08,0.25,11.6
2023,7,2,8,135.39,18.11,8.2,0.15,11.54
2023,7,2,9,134.76,20.15,8.01,0.14,11.29
2023,7,2,10,134.3,21.82,7.68,0.05,11.35
2023,7,2,11,134.96,23.07,7.22,0.0,11.41
2023,7,2,12,135.46,23.95,6.84,0.0,11.35
2023,7,2,13,135.24,24.32,6.61,0.0,11.17
2023,7,2,14,135.54,24.12,6.49,0.0,10.99
2023,7,2,15,136.26,23.33,6.52,0.0,10.93
2023,7,2,16,138.61,21.75,6.58,0.0,11.29
2023,7,2,17,141.76,18.44,7.32,0.0,11.6
2023,7,2,18,142.25,17.36,8.23,0.01,11.47
2023,7,2,19,141.81,17.38,8.48,0.09,11.84
2023,7,2,20,141.54,16.94,8.25,0.22,12.21
2023,7,2,21,141.3,16.43,7.7,0.29,12.45
2023,7,2,22,139.59,16.08,6.91,0.31,12.51
2023,7,2,23,138.18,15.9,6.28,0.36,12.51
2023,7,3,0,136.43,15.78,6.42,0.43,12.45
2023,7,3,1,133.04,15.72,6.78,0.6,12.39
2023,7,3,2,132.83,15.47,7.16,0.57,12.15
2023,7,3,3,134.69,14.99,7.2,0.6,11.78
2023,7,3,4,137.2,14.55,7.06,0.44,11.41
2023,7,3,5,139.2,14.18,6.94,0.31,11.17
2023,7,3,6,142.95,14.62,7.03,0.25,11.23
2023,7,3,7,141.58,15.77,8.05,0.25,11.41
2023,7,3,8,139.81,17.68,8.11,0.31,11.47
2023,7,3,9,136.6,19.9,7.71,0.28,11.54
2023,7,3,10,134.35,21.7,7.29,0.11,11.66
2023,7,3,11,133.82,22.84,6.97,0.06,11.78
2023,7,3,12,135.0,23.6,6.92,0.02,11.84
2023,7,3,13,136.66,23.89,7.04,0.01,11.78
2023,7,3,14,137.74,23.8,7.27,0.01,11.54
2023,7,3,15,139.0,23.02,7.53,0.0,11.35
2023,7,3,16,140.18,21.48,7.59,0.0,11.41
2023,7,3,17,140.87,18.41,7.66,0.0,11.47
2023,7,3,18,140.87,16.9,7.67,0.0,11.23
2023,7,3,19,140.76,16.03,7.55,0.0,11.11
2023,7,3,20,140.76,15.25,7.26,0.0,11.05
2023,7,3,21,139.92,14.53,6.89,0.0,11.11
2023,7,3,22,137.31,13.76,6.45,0.0,11.29
2023,7,3,23,137.19,13.93,6.07,0.13,11.47
2023,7,4,0,138.26,14.29,6.22,0.36,11.54
2023,7,4,1,139.77,14.55,6.45,0.42,11.6
2023,7,4,2,140.44,14.69,6.82,0.45,11.72
2023,7,4,3,137.73,14.7,7.18,0.51,11.72
2023,7,4,4,136.09,14.33,7.23,0.25,11.41
2023,7,4,5,136.63,13.99,6.8,0.39,11.11
2023,7,4,6,139.0,14.43,6.74,0.41,11.11
2023,7,4,7,140.06,15.53,7.89,0.44,11.35
2023,7,4,8,140.29,17.54,8.57,0.51,11.47
2023,7,4,9,139.24,20.01,8.36,0.35,11.41
2023,7,4,10,138.57,21.8,7.8,0.19,11.41
2023,7,4,11,137.59,22.98,7.21,0.06,11.41
2023,7,4,12,136.61,23.94,6.7,0.0,11.23
2023,7,4,13,136.63,24.23,6.43,0.0,11.11
2023,7,4,14,136.85,24.01,6.32,0.0,10.99
2023,7,4,15,137.47,23.35,6.29,0.0,10.86
2023,7,4,16,139.31,21.65,6.17,0.0,11.29
2023,7,4,17,141.58,18.23,6.65,0.0,11.54
2023,7,4,18,141.58,16.83,7.33,0.0,11.11
2023,7,4,19,140.9,15.99,7.2,0.0,11.05
2023,7,4,20,139.29,15.01,6.2,0.0,11.05
2023,7,4,21,135.97,14.06,5.53,0.0,11.11
2023,7,4,22,129.68,13.29,5.0,0.02,11.35
2023,7,4,23,124.27,13.73,5.13,0.11,11.41
2023,7,5,0,122.18,13.97,5.1,0.16,11.47
2023,7,5,1,121.53,13.79,4.72,0.19,11.35
2023,7,5,2,123.61,13.51,4.53,0.2,11.17
2023,7,5,3,124.08,13.28,4.43,0.18,11.05
2023,7,5,4,124.44,12.97,4.16,0.16,10.8
2023,7,5,5,125.93,12.8,3.89,0.15,10.68
2023,7,5,6,129.37,14.19,4.05,0.14,10.99
2023,7,5,7,132.5,15.37,4.94,0.15,11.11
2023,7,5,8,132.85,17.39,5.3,0.16,11.17
2023,7,5,9,132.77,19.57,4.97,0.08,11.11
2023,7,5,10,132.83,21.4,4.52,0.04,11.11
2023,7,5,11,132.65,22.81,4.17,0.01,11.11
2023,7,5,12,132.79,23.72,4.0,0.0,11.05
2023,7,5,13,134.84,24.19,3.96,0.0,10.93
2023,7,5,14,139.35,24.17,4.15,0.0,10.74
2023,7,5,15,145.64,23.53,4.64,0.0,10.68
2023,7,5,16,150.78,21.93,5.36,0.0,11.23
2023,7,5,17,148.94,18.39,6.33,0.0,11.41
2023,7,5,18,144.18,16.92,6.99,0.0,10.74
2023,7,5,19,140.48,16.03,6.94,0.0,10.56
2023,7,5,20,136.72,15.17,6.25,0.0,10.68
2023,7,5,21,136.0,14.48,5.68,0.0,10.8
2023,7,5,22,137.59,13.89,5.38,0.0,10.99
2023,7,5,23,137.42,13.59,4.84,0.02,11.17
2023,7,6,0,138.79,13.85,4.43,0.09,11.23
2023,7,6,1,138.27,13.87,3.97,0.16,11.29
2023,7,6,2,137.32,13.82,3.95,0.18,11.29
2023,7,6,3,134.12,13.82,3.97,0.19,11.29
2023,7,6,4,131.19,13.78,3.99,0.24,11.29
2023,7,6,5,131.29,13.7,4.01,0.26,11.23
2023,7,6,6,135.55,15.19,4.63,0.28,11.66
2023,7,6,7,139.72,16.57,6.71,0.33,11.78
2023,7,6,8,142.41,18.24,7.2,0.36,11.6
2023,7,6,9,143.61,19.98,7.35,0.35,11.54
2023,7,6,10,144.98,21.21,7.36,0.36,11.54
2023,7,6,11,145.91,22.04,7.21,0.3,11.54
2023,7,6,12,146.52,22.38,6.94,0.23,11.54
2023,7,6,13,146.1,22.43,6.63,0.17,11.6
2023,7,6,14,145.82,22.13,6.38,0.08,11.6
2023,7,6,15,144.32,21.62,6.42,0.02,11.6
2023,7,6,16,140.96,20.62,6.39,0.01,11.78
2023,7,6,17,137.19,18.33,6.35,0.0,12.08
2023,7,6,18,135.48,17.13,6.63,0.0,11.84
2023,7,6,19,135.71,16.4,6.67,0.0,11.66
2023,7,6,20,137.82,15.74,6.28,0.0,11.6
2023,7,6,21,141.09,15.23,5.83,0.01,11.54
2023,7,6,22,146.27,15.05,6.5,0.02,11.41
2023,7,6,23,148.63,14.7,6.17,0.01,11.29
2023,7,7,0,147.86,14.16,5.83,0.0,11.05
2023,7,7,1,145.59,13.46,5.17,0.0,10.93
2023,7,7,2,141.28,13.14,4.65,0.1,10.86
2023,7,7,3,140.81,13.48,5.13,0.22,10.86
2023,7,7,4,140.14,13.73,6.29,0.23,10.93
2023,7,7,5,139.9,13.74,6.66,0.27,10.93
2023,7,7,6,138.9,14.49,7.07,0.29,11.11
2023,7,7,7,141.16,16.03,8.5,0.25,11.11
2023,7,7,8,142.0,17.81,8.57,0.17,10.8
2023,7,7,9,140.89,19.33,8.3,0.11,10.56
2023,7,7,10,139.23,20.66,8.09,0.08,10.62
2023,7,7,11,138.01,21.83,7.99,0.09,10.74
2023,7,7,12,138.46,22.77,7.88,0.04,10.86
2023,7,7,13,139.84,23.16,7.73,0.01,10.86
2023,7,7,14,140.93,23.05,7.6,0.01,10.8
2023,7,7,15,141.96,22.15,7.48,0.0,10.74
2023,7,7,16,142.39,20.68,7.22,0.0,10.93
2023,7,7,17,141.21,18.12,7.2,0.0,11.17
2023,7,7,18,138.53,16.87,7.72,0.0,10.86
2023,7,7,19,136.47,16.01,7.53,0.0,10.62
2023,7,7,20,135.75,14.92,6.74,0.0,10.56
2023,7,7,21,135.15,14.14,6.21,0.0,10.44
2023,7,7,22,135.06,13.51,5.74,0.0,10.38
2023,7,7,23,134.1,12.85,5.3,0.0,10.44
2023,7,8,0,132.57,13.08,4.95,0.07,10.56
2023,7,8,1,131.4,13.33,4.84,0.14,10.74
2023,7,8,2,133.94,13.38,5.06,0.17,10.86
2023,7,8,3,135.69,13.56,5.95,0.17,10.93
2023,7,8,4,137.29,13.67,6.23,0.16,10.99
2023,7,8,5,137.97,13.73,5.97,0.14,10.99
2023,7,8,6,138.91,14.48,6.07,0.1,11.11
2023,7,8,7,138.76,15.62,6.82,0.09,11.11
2023,7,8,8,137.49,17.55,7.37,0.05,10.86
2023,7,8,9,135.13,19.6,7.25,0.01,10.62
2023,7,8,10,131.9,21.23,6.95,0.01,10.68
2023,7,8,11,128.99,22.52,6.59,0.0,10.86
2023,7,8,12,127.46,23.39,6.36,0.0,10.93
2023,7,8,13,127.26,23.86,6.23,0.0,10.86
2023,7,8,14,128.17,23.69,6.18,0.0,10.8
2023,7,8,15,129.05,23.15,6.29,0.0,10.8
2023,7,8,16,130.5,21.65,6.54,0.0,11.29
2023,7,8,17,131.78,18.49,7.48,0.0,11.54
2023,7,8,18,131.27,17.76,8.48,0.01,11.41
2023,7,8,19,131.76,17.44,8.4,0.06,11.66
2023,7,8,20,133.6,16.83,7.9,0.16,12.02
2023,7,8,21,135.91,16.3,7.34,0.21,12.21
2023,7,8,22,136.72,15.77,6.63,0.25,12.27
2023,7,8,23,133.84,15.4,5.74,0.23,12.21
2023,7,9,0,131.32,15.09,5.17,0.25,12.08
2023,7,9,1,126.09,14.94,5.49,0.2,11.96
2023,7,9,2,120.85,14.76,5.56,0.19,11.84
2023,7,9,3,117.29,14.5,5.49,0.17,11.6
2023,7,9,4,116.03,14.14,5.25,0.13,11.35
2023,7,9,5,116.44,13.67,4.77,0.11,11.05
2023,7,9,6,118.33,14.51,4.77,0.09,11.05
2023,7,9,7,120.84,15.8,5.01,0.02,11.11
2023,7,9,8,123.53,18.03,5.45,0.03,10.93
2023,7,9,9,124.33,20.11,5.43,0.03,10.86
2023,7,9,10,125.31,21.73,5.05,0.02,10.99
2023,7,9,11,127.47,23.06,4.64,0.0,11.05
2023,7,9,12,130.4,23.95,4.34,0.0,11.05
2023,7,9,13,133.65,24.38,4.21,0.0,10.99
2023,7,9,14,136.05,24.4,4.22,0.0,10.74
2023,7,9,15,136.45,23.9,4.37,0.0,10.62
2023,7,9,16,138.75,22.3,4.64,0.0,11.47
2023,7,9,17,140.77,18.65,5.27,0.0,11.72
2023,7,9,18,138.41,17.16,6.04,0.0,10.93
2023,7,9,19,135.48,16.35,6.55,0.0,10.56
2023,7,9,20,132.21,15.5,6.59,0.0,10.44
2023,7,9,21,128.78,14.67,6.06,0.0,10.38
2023,7,9,22,127.3,13.86,5.03,0.0,10.31
2023,7,9,23,126.18,13.14,4.29,0.0,10.44
2023,7,10,0,125.45,12.59,3.66,0.0,10.5
2023,7,10,1,124.41,12.19,3.1,0.0,10.62
2023,7,10,2,121.77,12.29,2.58,0.02,10.74
2023,7,10,3,119.27,12.68,2.0,0.06,10.74
2023,7,10,4,119.05,13.02,1.45,0.07,10.68
2023,7,10,5,132.04,13.19,1.18,0.07,10.68
2023,7,10,6,140.96,14.52,1.49,0.05,11.05
2023,7,10,7,146.31,16.48,2.37,0.01,11.41
2023,7,10,8,146.27,19.39,3.0,0.0,11.35
2023,7,10,9,145.7,21.96,3.24,0.0,11.23
2023,7,10,10,143.85,23.87,3.48,0.0,11.35
2023,7,10,11,141.0,25.13,3.7,0.0,11.41
2023,7,10,12,138.22,26.02,3.93,0.0,11.35
2023,7,10,13,136.66,26.31,4.2,0.0,11.11
2023,7,10,14,136.13,26.21,4.5,0.0,10.86
2023,7,10,15,135.53,25.61,4.8,0.0,10.5
2023,7,10,16,134.44,23.65,5.09,0.0,11.78
2023,7,10,17,131.51,19.55,5.72,0.0,11.72
2023,7,10,18,131.09,17.91,6.41,0.0,10.74
2023,7,10,19,132.37,16.99,6.74,0.0,10.5
2023,7,10,20,132.93,16.16,6.74,0.0,10.62
2023,7,10,21,130.93,15.43,6.46,0.0,10.93
2023,7,10,22,125.34,14.64,5.27,0.0,11.11
2023,7,10,23,124.17,13.87,4.35,0.0,11.29
2023,7,11,0,126.6,13.33,3.71,0.0,11.41
2023,7,11,1,127.79,13.23,3.12,0.02,11.54
2023,7,11,2,126.52,13.62,2.59,0.07,11.54
2023,7,11,3,122.93,13.87,2.11,0.09,11.54
2023,7,11,4,114.79,13.94,1.81,0.11,11.47
2023,7,11,5,111.85,14.01,1.66,0.11,11.47
2023,7,11,6,127.13,15.58,2.06,0.1,11.96
2023,7,11,7,141.89,17.35,3.82,0.04,12.39
2023,7,11,8,142.28,19.92,4.75,0.0,12.21
2023,7,11,9,138.58,22.31,4.96,0.0,11.78
2023,7,11,10,135.45,23.9,4.93,0.0,11.6
2023,7,11,11,132.9,25.09,4.97,0.0,11.47
2023,7,11,12,131.5,25.81,5.16,0.0,11.29
2023,7,11,13,131.08,26.17,5.42,0.0,11.11
2023,7,11,14,132.07,25.94,5.74,0.0,11.11
2023,7,11,15,133.55,25.23,6.12,0.0,11.17
2023,7,11,16,135.34,23.27,6.48,0.0,12.15
2023,7,11,17,136.53,19.74,7.26,0.0,12.27
2023,7,11,18,136.6,18.53,8.11,0.0,11.96
2023,7,11,19,138.38,17.94,8.23,0.0,12.02
2023,7,11,20,138.86,17.06,7.3,0.0,12.15
2023,7,11,21,139.41,16.29,6.75,0.0,12.27
2023,7,11,22,138.93,15.61,6.61,0.0,12.57
2023,7,11,23,138.02,15.6,6.09,0.04,12.76
2023,7,12,0,138.05,15.52,5.82,0.12,12.76
2023,7,12,1,136.09,15.55,5.81,0.17,12.76
2023,7,12,2,135.28,15.33,5.65,0.21,12.63
2023,7,12,3,134.75,15.41,6.26,0.23,12.57
2023,7,12,4,135.8,15.39,6.36,0.23,12.45
2023,7,12,5,137.18,15.26,6.39,0.21,12.27
2023,7,12,6,137.96,15.77,6.53,0.16,12.08
2023,7,12,7,140.38,16.71,7.36,0.16,11.96
2023,7,12,8,141.2,18.54,7.83,0.19,11.84
2023,7,12,9,140.51,21.01,7.59,0.08,11.84
2023,7,12,10,138.44,22.65,7.18,0.02,11.84
2023,7,12,11,136.56,23.88,6.91,0.01,11.78
2023,7,12,12,134.81,24.56,6.76,0.0,11.78
2023,7,12,13,133.97,24.83,6.75,0.0,11.66
2023,7,12,14,133.8,24.5,6.84,0.01,11.6
2023,7,12,15,135.09,23.69,6.96,0.01,11.54
2023,7,12,16,136.97,22.19,7.08,0.0,11.78
2023,7,12,17,138.67,19.26,7.51,0.0,12.02
2023,7,12,18,140.41,17.83,7.56,0.0,11.84
2023,7,12,19,141.27,17.01,7.23,0.0,11.84
2023,7,12,20,142.44,16.24,6.78,0.0,11.78
2023,7,12,21,144.7,15.48,6.23,0.0,11.66
2023,7,12,22,147.82,14.66,5.5,0.0,11.47
2023,7,12,23,153.7,13.9,4.57,0.0,11.35
2023,7,13,0,160.73,13.35,3.88,0.0,11.17
2023,7,13,1,166.6,13.14,3.74,0.01,11.05
2023,7,13,2,170.35,13.18,3.22,0.03,10.93
2023,7,13,3,171.44,13.15,2.68,0.06,10.8
2023,7,13,4,173.72,13.01,2.5,0.07,10.68
2023,7,13,5,173.21,12.85,2.51,0.06,10.5
2023,7,13,6,164.58,14.32,3.29,0.04,10.74
2023,7,13,7,152.08,16.32,6.21,0.04,10.86
2023,7,13,8,148.79,18.31,7.76,0.02,10.56
2023,7,13,9,145.17,20.19,7.92,0.06,10.31
2023,7,13,10,142.43,21.54,7.6,0.11,10.44
2023,7,13,11,140.54,22.34,7.2,0.07,10.56
2023,7,13,12,139.49,23.03,6.77,0.04,10.74
2023,7,13,13,139.47,23.51,6.37,0.02,10.86
2023,7,13,14,140.21,23.31,6.08,0.01,10.93
2023,7,13,15,141.15,22.82,5.98,0.01,11.05
2023,7,13,16,141.7,21.48,5.96,0.0,11.54
2023,7,13,17,141.61,18.65,6.43,0.0,11.84
2023,7,13,18,139.35,17.33,6.99,0.0,11.47
2023,7,13,19,137.25,16.52,6.76,0.0,11.47
2023,7,13,20,138.2,15.87,6.53,0.0,11.54
2023,7,13,21,140.83,15.24,6.2,0.0,11.54
2023,7,13,22,144.79,14.59,5.72,0.0,11.54
2023,7,13,23,148.44,13.95,5.25,0.0,11.54
2023,7,14,0,153.18,13.57,4.78,0.0,11.41
2023,7,14,1,154.39,13.44,4.39,0.01,11.23
2023,7,14,2,152.08,13.31,4.14,0.03,11.05
2023,7,14,3,150.53,13.21,4.21,0.04,10.93
2023,7,14,4,147.62,13.05,3.97,0.06,10.74
2023,7,14,5,150.56,13.01,3.97,0.13,10.62
2023,7,14,6,152.52,14.25,4.79,0.17,10.93
2023,7,14,7,150.13,15.98,7.58,0.12,11.23
2023,7,14,8,146.89,18.26,7.88,0.05,10.99
2023,7,14,9,142.8,20.29,7.37,0.04,10.68
2023,7,14,10,139.21,21.94,6.85,0.01,10.74
2023,7,14,11,135.14,23.3,6.59,0.0,10.74
2023,7,14,12,132.31,24.17,6.47,0.0,10.74
2023,7,14,13,131.15,24.58,6.42,0.0,10.68
2023,7,14,14,131.04,24.4,6.47,0.0,10.5
2023,7,14,15,131.57,23.62,6.64,0.0,10.38
2023,7,14,16,132.98,21.94,6.75,0.0,10.68
2023,7,14,17,135.35,18.37,7.3,0.0,10.93
2023,7,14,18,136.08,17.04,8.19,0.0,10.38
2023,7,14,19,137.52,16.37,8.56,0.0,10.13
2023,7,14,20,139.77,15.62,8.43,0.0,10.13
2023,7,14,21,141.36,14.87,7.93,0.0,10.13
2023,7,14,22,143.38,14.18,7.39,0.0,10.13
2023,7,14,23,146.24,13.53,6.78,0.0,10.07
2023,7,15,0,147.83,12.88,6.05,0.0,10.13
2023,7,15,1,147.58,12.3,5.2,0.0,10.25
2023,7,15,2,145.69,12.15,4.44,0.0,10.44
2023,7,15,3,142.66,12.15,3.65,0.03,10.56
2023,7,15,4,141.11,12.33,3.27,0.06,10.56
2023,7,15,5,143.87,12.49,3.37,0.1,10.56
2023,7,15,6,146.68,14.24,4.31,0.13,10.93
2023,7,15,7,145.59,15.87,6.58,0.13,11.11
2023,7,15,8,142.42,18.0,6.89,0.14,11.05
2023,7,15,9,137.25,19.96,6.62,0.19,10.99
2023,7,15,10,133.34,21.53,6.47,0.2,11.11
2023,7,15,11,131.73,22.8,6.3,0.07,11.17
2023,7,15,12,131.71,23.65,6.15,0.02,11.23
2023,7,15,13,132.78,24.12,5.98,0.0,11.05
2023,7,15,14,134.62,24.15,5.83,0.0,10.93
2023,7,15,15,137.18,23.62,5.8,0.0,10.74
2023,7,15,16,139.61,22.08,5.98,0.0,11.11
2023,7,15,17,140.52,18.6,6.78,0.0,11.41
2023,7,15,18,138.39,17.24,7.85,0.0,10.93
2023,7,15,19,137.19,16.4,7.97,0.0,10.8
2023,7,15,20,137.64,15.4,7.08,0.0,10.8
2023,7,15,21,137.46,14.94,6.96,0.0,10.8
2023,7,15,22,136.83,14.65,6.92,0.0,10.8
2023,7,15,23,137.2,14.01,6.19,0.0,10.8
2023,7,16,0,138.6,13.05,4.93,0.01,10.93
2023,7,16,1,140.21,12.96,4.2,0.05,10.93
2023,7,16,2,139.61,13.15,3.99,0.11,10.93
2023,7,16,3,138.37,13.23,4.33,0.12,10.99
2023,7,16,4,137.02,13.23,4.55,0.12,10.93
2023,7,16,5,134.5,13.2,4.47,0.12,10.93
2023,7,16,6,135.34,14.69,4.61,0.11,11.23
2023,7,16,7,137.23,16.1,5.38,0.06,11.35
2023,7,16,8,138.52,18.4,5.93,0.03,11.05
2023,7,16,9,138.37,20.63,5.63,0.01,10.8
2023,7,16,10,137.46,22.41,5.14,0.0,10.8
2023,7,16,11,136.33,23.75,4.75,0.0,10.86
2023,7,16,12,134.86,24.65,4.57,0.0,10.86
2023,7,16,13,132.94,25.13,4.61,0.0,10.68
2023,7,16,14,130.56,25.05,4.85,0.0,10.5
2023,7,16,15,129.35,24.39,5.33,0.0,10.38
2023,7,16,16,131.08,22.57,5.9,0.0,10.93
2023,7,16,17,133.9,18.83,6.88,0.0,11.11
2023,7,16,18,135.52,17.37,7.94,0.0,10.5
2023,7,16,19,137.38,16.51,8.12,0.0,10.38
2023,7,16,20,138.01,15.62,7.68,0.0,10.5
2023,7,16,21,139.79,14.76,7.01,0.0,10.56
2023,7,16,22,139.27,14.06,6.67,0.0,10.56
2023,7,16,23,138.17,13.39,6.49,0.0,10.56
2023,7,17,0,137.06,12.71,6.31,0.0,10.62
2023,7,17,1,135.58,12.4,6.01,0.03,10.74
2023,7,17,2,134.88,13.01,5.41,0.12,10.86
2023,7,17,3,135.14,13.06,4.67,0.15,10.99
2023,7,17,4,137.54,13.19,5.11,0.15,11.11
2023,7,17,5,138.06,13.19,5.49,0.15,11.11
2023,7,17,6,139.87,15.07,5.93,0.19,11.54
2023,7,17,7,140.62,16.55,6.88,0.15,11.54
2023,7,17,8,140.66,18.7,7.0,0.04,11.17
2023,7,17,9,138.3,20.78,6.81,0.02,10.74
2023,7,17,10,136.3,22.45,6.57,0.0,10.62
2023,7,17,11,135.05,23.67,6.25,0.0,10.5
2023,7,17,12,133.78,24.63,5.97,0.0,10.38
2023,7,17,13,132.08,24.99,5.86,0.0,10.31
2023,7,17,14,130.49,24.86,5.91,0.0,10.31
2023,7,17,15,129.81,24.17,6.04,0.0,10.31
